,RADIO,geometry,departamen,circuito,RADIO.CIRCUITO
3150,020141310,POINT (-58.4345568055346 -34.59008984569489),Comuna 14,0156,020140156
3151,020141311,POINT (-58.432877407267185 -34.589506144951294),Comuna 14,0156,020140156
3152,020141312,POINT (-58.4323082961928 -34.590721173964766),Comuna 14,0156,020140156
3157,020141405,POINT (-58.42659502643965 -34.58635128222603),Comuna 14,0156,020140156
3158,020141406,POINT (-58.42765892581326 -34.58701858778187),Comuna 14,0156,020140156
3159,020141407,POINT (-58.425387125624425 -34.58751470115026),Comuna 14,0156,020140156
3207,020142101,POINT (-58.43128445854969 -34.592105196209864),Comuna 14,0156,020140156
3208,020142102,POINT (-58.429065740281004 -34.591488113915844),Comuna 14,0156,020140156
3209,020142103,POINT (-58.428068067923924 -34.59076056564682),Comuna 14,0156,020140156
3210,020142104,POINT (-58.42549045355683 -34.590502959614355),Comuna 14,0156,020140156
3211,020142105,POINT (-58.42714255678312 -34.58940730352513),Comuna 14,0156,020140156
3212,020142106,POINT (-58.42431197088728 -34.58856770413681),Comuna 14,0156,020140156
3214,020142108,POINT (-58.42289571245061 -34.58929889334072),Comuna 14,0156,020140156
3217,020142111,POINT (-58.42920807898929 -34.593532229829734),Comuna 14,0156,020140156
3163,020141411,POINT (-58.4203597598046 -34.588433769426864),Comuna 14,0153,020140153
3203,020142004,POINT (-58.41622138069146 -34.585936236810525),Comuna 14,0153,020140153
3204,020142005,POINT (-58.41766224108715 -34.58681854099125),Comuna 14,0153,020140153
3205,020142006,POINT (-58.418705417457666 -34.58745990954762),Comuna 14,0153,020140153
3206,020142007,POINT (-58.41941863838364 -34.58789022640207),Comuna 14,0153,020140153
3239,020142401,POINT (-58.416916133524616 -34.59126462322989),Comuna 14,0153,020140153
3240,020142402,POINT (-58.416179719706065 -34.59043129358471),Comuna 14,0153,020140153
3241,020142403,POINT (-58.4150991075736 -34.59018686290014),Comuna 14,0153,020140153
3242,020142404,POINT (-58.415239765371055 -34.59115030113693),Comuna 14,0153,020140153
3243,020142405,POINT (-58.416033809752044 -34.59194779923723),Comuna 14,0153,020140153
3244,020142406,POINT (-58.415229802902765 -34.59257609484051),Comuna 14,0153,020140153
3245,020142407,POINT (-58.41444818657268 -34.591752111792516),Comuna 14,0153,020140153
3246,020142408,POINT (-58.413627414716686 -34.592375631805666),Comuna 14,0153,020140153
3247,020142409,POINT (-58.414394157484296 -34.593227767875554),Comuna 14,0153,020140153
3248,020142501,POINT (-58.41679183145803 -34.58745196045895),Comuna 14,0153,020140153
3249,020142502,POINT (-58.41791922041192 -34.58812152204177),Comuna 14,0153,020140153
3250,020142503,POINT (-58.41672695635881 -34.58901782672766),Comuna 14,0153,020140153
3251,020142504,POINT (-58.41797287859781 -34.58917634225158),Comuna 14,0153,020140153
3252,020142505,POINT (-58.41937363013117 -34.588929920157184),Comuna 14,0153,020140153
3253,020142506,POINT (-58.42024913480273 -34.58951570822505),Comuna 14,0153,020140153
3254,020142507,POINT (-58.41914194390859 -34.59000823768646),Comuna 14,0153,020140153
3255,020142508,POINT (-58.41815425465419 -34.590749244603714),Comuna 14,0153,020140153
3256,020142509,POINT (-58.41765780271229 -34.59013235931087),Comuna 14,0153,020140153
3257,020142601,POINT (-58.41530775027199 -34.586568874246986),Comuna 14,0153,020140153
3258,020142602,POINT (-58.4141359430117 -34.587079274931554),Comuna 14,0153,020140153
3259,020142603,POINT (-58.41487066077188 -34.58759521050047),Comuna 14,0153,020140153
3260,020142604,POINT (-58.415774381558684 -34.58822870333359),Comuna 14,0153,020140153
3261,020142605,POINT (-58.41466425668207 -34.58901582030155),Comuna 14,0153,020140153
3262,020142606,POINT (-58.41343336074364 -34.58788471164178),Comuna 14,0153,020140153
3263,020142607,POINT (-58.41256748836343 -34.58843116184358),Comuna 14,0153,020140153
3264,020142701,POINT (-58.413747364103465 -34.58963383477697),Comuna 14,0153,020140153
3265,020142702,POINT (-58.41297385223285 -34.59017860607393),Comuna 14,0153,020140153
3266,020142703,POINT (-58.41190159861261 -34.58886049993189),Comuna 14,0153,020140153
3267,020142704,POINT (-58.41115318737067 -34.58937279160531),Comuna 14,0153,020140153
3268,020142705,POINT (-58.41218091973725 -34.590725085527204),Comuna 14,0153,020140153
3269,020142706,POINT (-58.41303238211389 -34.59168622416368),Comuna 14,0153,020140153
3270,020142707,POINT (-58.41384071624053 -34.59109606033024),Comuna 14,0153,020140153
3192,020141806,POINT (-58.413411370036656 -34.58407071904946),Comuna 14,0152,020140152
3193,020141807,POINT (-58.414191253170024 -34.58460141482571),Comuna 14,0152,020140152
3194,020141808,POINT (-58.4150062314366 -34.58515985736137),Comuna 14,0152,020140152
3271,020142801,POINT (-58.41407116580305 -34.58576669649859),Comuna 14,0152,020140152
3272,020142802,POINT (-58.41329104948642 -34.58519094976478),Comuna 14,0152,020140152
3273,020142803,POINT (-58.412557851296775 -34.58465650370781),Comuna 14,0152,020140152
3274,020142804,POINT (-58.41173164743173 -34.58522866633803),Comuna 14,0152,020140152
3275,020142805,POINT (-58.41242089115692 -34.585773907481205),Comuna 14,0152,020140152
3276,020142806,POINT (-58.41317731492992 -34.58636427787927),Comuna 14,0152,020140152
3277,020142807,POINT (-58.41233766951325 -34.58695853269979),Comuna 14,0152,020140152
3278,020142808,POINT (-58.41158640783732 -34.58743096622116),Comuna 14,0152,020140152
3279,020142809,POINT (-58.411394292612684 -34.5864784782393),Comuna 14,0152,020140152
3280,020142810,POINT (-58.41077387055669 -34.585808866458734),Comuna 14,0152,020140152
3281,020142811,POINT (-58.4093362794208 -34.58647313548766),Comuna 14,0152,020140152
3282,020142812,POINT (-58.410298710512826 -34.58780417459477),Comuna 14,0152,020140152
3283,020142901,POINT (-58.40929599413057 -34.580635203876476),Comuna 14,0152,020140152
3284,020142902,POINT (-58.40746071014139 -34.581249514112564),Comuna 14,0152,020140152
3285,020142903,POINT (-58.40591256213196 -34.58177027101815),Comuna 14,0152,020140152
3286,020142904,POINT (-58.40639518179704 -34.58274129974207),Comuna 14,0152,020140152
3287,020142905,POINT (-58.40743291495667 -34.58242089525374),Comuna 14,0152,020140152
3288,020142906,POINT (-58.40844399822442 -34.58210978841113),Comuna 14,0152,020140152
3289,020142907,POINT (-58.409847697556664 -34.58168392189837),Comuna 14,0152,020140152
3290,020142908,POINT (-58.411162030835186 -34.58256057965934),Comuna 14,0152,020140152
3291,020142909,POINT (-58.409034773272936 -34.584156843635505),Comuna 14,0152,020140152
3292,020142910,POINT (-58.411619173769026 -34.583964410437524),Comuna 14,0152,020140152
3293,020142911,POINT (-58.41238245446158 -34.58336802786872),Comuna 14,0152,020140152
3294,020143001,POINT (-58.40812609859284 -34.57872488730177),Comuna 14,0152,020140152
3295,020143002,POINT (-58.40881071629306 -34.57967627837843),Comuna 14,0152,020140152
3296,020143003,POINT (-58.4073132274356 -34.57980231140812),Comuna 14,0152,020140152
3297,020143004,POINT (-58.40639292251275 -34.58022897382449),Comuna 14,0152,020140152
3298,020143005,POINT (-58.405008938883014 -34.580980165388425),Comuna 14,0152,020140152
3215,020142109,POINT (-58.4241721579676 -34.59094562356148),Comuna 14,0157,020140157
3216,020142110,POINT (-58.42658096091482 -34.59255350030829),Comuna 14,0157,020140157
3218,020142201,POINT (-58.427152320788316 -34.59417572822305),Comuna 14,0157,020140157
3219,020142202,POINT (-58.42409698621821 -34.59217648188934),Comuna 14,0157,020140157
3220,020142203,POINT (-58.42179055159984 -34.59054211087068),Comuna 14,0157,020140157
3221,020142204,POINT (-58.42042489734325 -34.591034409755984),Comuna 14,0157,020140157
3222,020142205,POINT (-58.42174908832656 -34.59286315737304),Comuna 14,0157,020140157
3223,020142206,POINT (-58.423653567741475 -34.59361238096984),Comuna 14,0157,020140157
3224,020142207,POINT (-58.42443570175669 -34.59497476706792),Comuna 14,0157,020140157
3225,020142208,POINT (-58.42599386718353 -34.59567669550654),Comuna 14,0157,020140157
3226,020142209,POINT (-58.423057385545384 -34.596983752747555),Comuna 14,0157,020140157
3227,020142210,POINT (-58.42213759544799 -34.59526879188427),Comuna 14,0157,020140157
3228,020142301,POINT (-58.419560763401975 -34.59255243929699),Comuna 14,0157,020140157
3229,020142302,POINT (-58.41732205134487 -34.59234538602717),Comuna 14,0157,020140157
3230,020142303,POINT (-58.41786359230843 -34.59343697393557),Comuna 14,0157,020140157
3231,020142304,POINT (-58.41563771901223 -34.59362831535973),Comuna 14,0157,020140157
3232,020142305,POINT (-58.415635332505275 -34.5947996149498),Comuna 14,0157,020140157
3233,020142306,POINT (-58.4174841981583 -34.59479875453417),Comuna 14,0157,020140157
3234,020142307,POINT (-58.4197697061024 -34.59478158082055),Comuna 14,0157,020140157
3235,020142308,POINT (-58.42035390058551 -34.59642209530083),Comuna 14,0157,020140157
3236,020142309,POINT (-58.41694587559491 -34.59608130166453),Comuna 14,0157,020140157
3237,020142310,POINT (-58.41861458182273 -34.59718417542546),Comuna 14,0157,020140157
3238,020142311,POINT (-58.41644402250974 -34.597244799314936),Comuna 14,0157,020140157
3299,020143006,POINT (-58.40490865103724 -34.58210270557555),Comuna 14,0150,020140150
3300,020143007,POINT (-58.40545812357596 -34.58294582777396),Comuna 14,0150,020140150
3301,020143008,POINT (-58.403895418813306 -34.58246435654437),Comuna 14,0150,020140150
3302,020143009,POINT (-58.40259884954967 -34.58272758556484),Comuna 14,0150,020140150
3303,020143101,POINT (-58.406151869383365 -34.57490254938225),Comuna 14,0150,020140150
3304,020143102,POINT (-58.406359683234164 -34.57605189338039),Comuna 14,0150,020140150
3305,020143103,POINT (-58.40605693083082 -34.57697069865955),Comuna 14,0150,020140150
3306,020143104,POINT (-58.40695669476381 -34.57795864857609),Comuna 14,0150,020140150
3307,020143105,POINT (-58.405821036408334 -34.57867854333507),Comuna 14,0150,020140150
3308,020143106,POINT (-58.404750973729776 -34.577631245639225),Comuna 14,0150,020140150
3309,020143107,POINT (-58.403956915865756 -34.57946609171709),Comuna 14,0150,020140150
3310,020143108,POINT (-58.4016934397082 -34.57699969458985),Comuna 14,0150,020140150
3311,020143109,POINT (-58.39837114569717 -34.57902048414778),Comuna 14,0150,020140150
3312,020143110,POINT (-58.40098287946847 -34.58070696101284),Comuna 14,0150,020140150
3313,020143111,POINT (-58.40120605696575 -34.58291293234308),Comuna 14,0150,020140150
3314,020143112,POINT (-58.40029484508699 -34.583400694129246),Comuna 14,0150,020140150
3315,020150101,POINT (-58.500452617663306 -34.59263535880592),Comuna 15,0167,020150167
3316,020150102,POINT (-58.49871392864303 -34.59315786916012),Comuna 15,0167,020150167
3317,020150103,POINT (-58.496356656151264 -34.59097098091205),Comuna 15,0167,020150167
3318,020150104,POINT (-58.49461468328382 -34.592224574469995),Comuna 15,0167,020150167
3319,020150105,POINT (-58.49088794572556 -34.59167434909522),Comuna 15,0167,020150167
3320,020150106,POINT (-58.492160675829815 -34.59053040188826),Comuna 15,0167,020150167
3321,020150107,POINT (-58.49428278110878 -34.58976714038659),Comuna 15,0167,020150167
3322,020150108,POINT (-58.49244043790338 -34.58862716319231),Comuna 15,0167,020150167
3323,020150109,POINT (-58.490001537029094 -34.58900544641394),Comuna 15,0167,020150167
3324,020150110,POINT (-58.48887296538625 -34.58829882903412),Comuna 15,0167,020150167
3325,020150111,POINT (-58.488554183993706 -34.586343546565466),Comuna 15,0167,020150167
3326,020150112,POINT (-58.4838474147188 -34.590959034083475),Comuna 15,0167,020150167
3378,020150601,POINT (-58.500578828818796 -34.594624551197846),Comuna 15,0167,020150167
3379,020150602,POINT (-58.4987663954095 -34.59562424461771),Comuna 15,0167,020150167
3380,020150603,POINT (-58.497242610609476 -34.59512553578708),Comuna 15,0167,020150167
3381,020150604,POINT (-58.49525535305473 -34.595459240723976),Comuna 15,0167,020150167
3382,020150605,POINT (-58.493541844480745 -34.593656214807204),Comuna 15,0167,020150167
3383,020150606,POINT (-58.484323871825374 -34.59514788902798),Comuna 15,0167,020150167
3384,020150607,POINT (-58.486518948180716 -34.59701899993947),Comuna 15,0167,020150167
3327,020150201,POINT (-58.48701547809488 -34.5853469893376),Comuna 15,0166,020150166
3328,020150202,POINT (-58.48517229409253 -34.58423141904811),Comuna 15,0166,020150166
3329,020150203,POINT (-58.48306450746757 -34.58314782790636),Comuna 15,0166,020150166
3330,020150204,POINT (-58.48153772884506 -34.58175806512303),Comuna 15,0166,020150166
3331,020150205,POINT (-58.479858892900644 -34.580469864654894),Comuna 15,0166,020150166
3332,020150206,POINT (-58.48001937091003 -34.58285052645573),Comuna 15,0166,020150166
3333,020150207,POINT (-58.480830998671166 -34.58472015112702),Comuna 15,0166,020150166
3334,020150208,POINT (-58.48348898614176 -34.5857307800414),Comuna 15,0166,020150166
3335,020150209,POINT (-58.48244129311058 -34.58664550043502),Comuna 15,0166,020150166
3336,020150210,POINT (-58.48507839897912 -34.58752961633062),Comuna 15,0166,020150166
3364,020150501,POINT (-58.477285005027426 -34.580028222608384),Comuna 15,0166,020150166
3365,020150502,POINT (-58.477135703997526 -34.58121082245884),Comuna 15,0166,020150166
3366,020150503,POINT (-58.47737934478347 -34.58249646494768),Comuna 15,0166,020150166
3367,020150504,POINT (-58.4738880597281 -34.5830373182955),Comuna 15,0166,020150166
3368,020150505,POINT (-58.47479613127436 -34.58411871873009),Comuna 15,0166,020150166
3369,020150506,POINT (-58.47641779584461 -34.585257810411235),Comuna 15,0166,020150166
3370,020150507,POINT (-58.47833749600537 -34.58460368130404),Comuna 15,0166,020150166
3371,020150508,POINT (-58.476422946995854 -34.586971843329174),Comuna 15,0166,020150166
3372,020150509,POINT (-58.47322399423706 -34.587399646558396),Comuna 15,0166,020150166
3373,020150510,POINT (-58.47620991876543 -34.58946542683917),Comuna 15,0166,020150166
3374,020150511,POINT (-58.47786379499165 -34.59011707297011),Comuna 15,0166,020150166
3375,020150512,POINT (-58.47976496847261 -34.58729058727998),Comuna 15,0166,020150166
3376,020150513,POINT (-58.480559745578056 -34.58918398367998),Comuna 15,0166,020150166
3377,020150514,POINT (-58.48265166256165 -34.58895821192928),Comuna 15,0166,020150166
3337,020150301,POINT (-58.476812664261175 -34.57868676815113),Comuna 15,0165,020150165
3338,020150302,POINT (-58.474694647838064 -34.57965515184514),Comuna 15,0165,020150165
3339,020150303,POINT (-58.472013497543394 -34.579285530862414),Comuna 15,0165,020150165
3340,020150304,POINT (-58.47063509290884 -34.5771959509677),Comuna 15,0165,020150165
3341,020150305,POINT (-58.47231141087926 -34.57623034042576),Comuna 15,0165,020150165
3342,020150306,POINT (-58.46842675326406 -34.576068491475155),Comuna 15,0165,020150165
3343,020150307,POINT (-58.466576523174716 -34.574473829621226),Comuna 15,0165,020150165
3344,020150308,POINT (-58.463239046209665 -34.576486953493095),Comuna 15,0165,020150165
3345,020150309,POINT (-58.46554510056259 -34.57774077992524),Comuna 15,0165,020150165
3346,020150310,POINT (-58.46286664495552 -34.57784949363956),Comuna 15,0165,020150165
3347,020150311,POINT (-58.461628840376825 -34.57973879152371),Comuna 15,0165,020150165
3348,020150312,POINT (-58.46388230262788 -34.57953172631817),Comuna 15,0165,020150165
3349,020150313,POINT (-58.47399455734728 -34.57807205170596),Comuna 15,0165,020150165
3350,020150401,POINT (-58.47222459783714 -34.58095197290774),Comuna 15,0165,020150165
3351,020150402,POINT (-58.47037980202671 -34.58107748297845),Comuna 15,0165,020150165
3352,020150403,POINT (-58.467478301504364 -34.57853333860521),Comuna 15,0165,020150165
3353,020150404,POINT (-58.468970843616844 -34.580926334724666),Comuna 15,0165,020150165
3354,020150405,POINT (-58.467862158053705 -34.58152685826763),Comuna 15,0165,020150165
3355,020150406,POINT (-58.466738810848625 -34.58171963835065),Comuna 15,0165,020150165
3356,020150407,POINT (-58.46478522211442 -34.58227708081212),Comuna 15,0165,020150165
3357,020150408,POINT (-58.46209354657326 -34.582150277931206),Comuna 15,0165,020150165
3358,020150409,POINT (-58.462560901465594 -34.584238284865116),Comuna 15,0165,020150165
3359,020150410,POINT (-58.464272356924916 -34.585550826599444),Comuna 15,0165,020150165
3360,020150411,POINT (-58.46824981926106 -34.58473805804583),Comuna 15,0165,020150165
3361,020150412,POINT (-58.47177406764806 -34.58312088348141),Comuna 15,0165,020150165
3362,020150413,POINT (-58.470452245721 -34.58561768907623),Comuna 15,0165,020150165
